id_piloto,id_corrida,tipo_stat,valor
197,476,1,90,90
197,476,2,2,00
197,476,3,83,50
197,476,4,79,60
197,476,5,10,00
197,476,6,11,60
170,476,1,98,80
170,476,2,3,00
170,476,3,82,90
170,476,4,78,70
170,476,5,19,00
170,476,6,11,90
190,476,1,94,60
190,476,2,3,00
190,476,3,83,10
190,476,4,79,50
190,476,5,15,00
190,476,6,11,40
131,476,1,84,50
131,476,2,1,00
131,476,3,80,30
131,476,4,79,80
131,476,5,4,00
131,476,6,15,90
164,476,1,92,60
164,476,2,3,00
164,476,3,80,30
164,476,4,77,10
164,476,5,11,00
164,476,6,7,50
48,476,1,82,60
48,476,2,3,00
48,476,3,81,40
48,476,4,77,90
48,476,5,2,00
48,476,6,15,60
119,476,1,83,30
119,476,2,3,00
119,476,3,80,60
119,476,4,76,30
119,476,5,3,00
119,476,6,8,70
115,476,1,93,80
115,476,2,3,00
115,476,3,84,50
115,476,4,78,60
115,476,5,12,00
115,476,6,6,20
10,476,1,82,60
10,476,2,1,00
10,476,3,83,30
10,476,4,76,40
10,476,5,1,00
10,476,6,15,00
164,476,1,95,60
164,476,2,3,00
164,476,3,80,90
164,476,4,79,70
164,476,5,17,00
164,476,6,16,90
21,476,1,97,00
21,476,2,2,00
21,476,3,80,10
21,476,4,79,80
21,476,5,18,00
21,476,6,9,10
121,476,1,94,20
121,476,2,1,00
121,476,3,84,00
121,476,4,78,00
121,476,5,13,00
121,476,6,19,40
72,477,1,83,80
72,477,2,3,00
72,477,3,82,20
72,477,4,77,20
72,477,5,3,00
72,477,6,17,60
139,477,1,95,20
139,477,2,2,00
139,477,3,82,60
139,477,4,77,30
139,477,5,17,00
139,477,6,17,90
15,477,1,96,70
15,477,2,1,00
15,477,3,81,00
15,477,4,78,20
15,477,5,18,00
15,477,6,11,90
86,477,1,90,50
86,477,2,1,00
86,477,3,83,50
86,477,4,79,10
86,477,5,11,00
86,477,6,6,30
108,477,1,91,60
108,477,2,3,00
108,477,3,82,10
108,477,4,75,40
108,477,5,14,00
108,477,6,14,50
58,477,1,89,60
58,477,2,3,00
58,477,3,80,10
58,477,4,76,20
58,477,5,9,00
58,477,6,15,00
173,477,1,99,60
173,477,2,3,00
173,477,3,83,50
173,477,4,75,40
173,477,5,20,00
173,477,6,11,10
85,477,1,81,00
85,477,2,2,00
85,477,3,82,60
85,477,4,79,30
85,477,5,1,00
85,477,6,6,90
41,477,1,93,20
41,477,2,3,00
41,477,3,83,50
41,477,4,75,80
41,477,5,15,00
41,477,6,6,50
68,477,1,91,00
68,477,2,3,00
68,477,3,82,40
68,477,4,78,50
68,477,5,13,00
68,477,6,10,00
80,477,1,88,10
80,477,2,2,00
80,477,3,83,80
80,477,4,77,20
80,477,5,8,00
80,477,6,6,40
154,477,1,87,80
154,477,2,3,00
154,477,3,81,20
154,477,4,76,10
154,477,5,7,00
154,477,6,12,90
126,477,1,94,20
126,477,2,3,00
126,477,3,80,10
126,477,4,75,60
126,477,5,16,00
126,477,6,13,10
191,477,1,90,60
191,477,2,2,00
191,477,3,82,30
191,477,4,76,40
191,477,5,12,00
191,477,6,10,90
179,477,1,98,80
179,477,2,1,00
179,477,3,80,30
179,477,4,79,40
179,477,5,19,00
179,477,6,17,10
166,477,1,90,50
166,477,2,1,00
166,477,3,83,90
166,477,4,76,60
166,477,5,10,00
166,477,6,14,00
108,477,1,86,10
108,477,2,2,00
108,477,3,82,00
108,477,4,75,70
108,477,5,4,00
108,477,6,15,50
188,477,1,86,30
188,477,2,1,00
188,477,3,80,10
188,477,4,79,40
188,477,5,5,00
188,477,6,9,20
48,477,1,86,60
48,477,2,3,00
48,477,3,81,00
48,477,4,75,10
48,477,5,6,00
48,477,6,14,70
76,477,1,82,00
76,477,2,1,00
76,477,3,80,50
76,477,4,76,20
76,477,5,2,00
76,477,6,18,80
97,478,1,80,00
97,478,2,3,00
97,478,3,82,10
97,478,4,78,80
97,478,5,1,00
97,478,6,12,90
164,478,1,83,20
164,478,2,1,00
164,478,3,83,50
164,478,4,77,90
164,478,5,4,00
164,478,6,9,00
147,478,1,96,20
147,478,2,2,00
147,478,3,84,00
147,478,4,77,40
147,478,5,18,00
147,478,6,6,30
35,478,1,84,70
35,478,2,3,00
35,478,3,80,80
35,478,4,79,20
35,478,5,6,00
35,478,6,16,70
98,478,1,97,10
98,478,2,3,00
98,478,3,83,80
98,478,4,79,10
98,478,5,20,00
98,478,6,9,10
42,478,1,91,90
42,478,2,1,00
42,478,3,83,70
42,478,4,75,10
42,478,5,11,00
42,478,6,12,40
130,478,1,84,00
130,478,2,2,00
130,478,3,81,30
130,478,4,79,30
130,478,5,5,00
130,478,6,16,50
105,478,1,81,50
105,478,2,1,00
105,478,3,80,80
105,478,4,75,40
105,478,5,2,00
105,478,6,14,80
116,478,1,87,40
116,478,2,1,00
116,478,3,82,60
116,478,4,77,00
116,478,5,8,00
116,478,6,8,00
194,478,1,94,70
194,478,2,1,00
194,478,3,83,10
194,478,4,77,80
194,478,5,15,00
194,478,6,12,60
80,478,1,96,80
80,478,2,1,00
80,478,3,83,20
80,478,4,77,70
80,478,5,19,00
80,478,6,10,80
24,478,1,90,00
24,478,2,2,00
24,478,3,84,50
24,478,4,77,10
24,478,5,9,00
24,478,6,16,50
166,478,1,82,70
166,478,2,2,00
166,478,3,83,00
166,478,4,77,30
166,478,5,3,00
166,478,6,11,70
4,478,1,93,90
4,478,2,3,00
4,478,3,81,40
4,478,4,78,00
4,478,5,13,00
4,478,6,7,00
182,478,1,94,20
182,478,2,1,00
182,478,3,80,20
182,478,4,78,50
182,478,5,14,00
182,478,6,11,10
2,478,1,91,20
2,478,2,2,00
2,478,3,82,00
2,478,4,75,90
2,478,5,10,00
2,478,6,14,80
71,478,1,95,50
71,478,2,2,00
71,478,3,82,50
71,478,4,77,50
71,478,5,17,00
71,478,6,14,90
71,478,1,92,60
71,478,2,1,00
71,478,3,82,30
71,478,4,75,40
71,478,5,12,00
71,478,6,7,10
148,478,1,87,00
148,478,2,2,00
148,478,3,81,30
148,478,4,78,90
148,478,5,7,00
148,478,6,17,80
135,478,1,94,90
135,478,2,1,00
135,478,3,84,80
135,478,4,77,90
135,478,5,16,00
135,478,6,14,20
160,479,1,80,70
160,479,2,2,00
160,479,3,82,00
160,479,4,76,50
160,479,5,3,00
160,479,6,11,20
149,479,1,86,90
149,479,2,1,00
149,479,3,83,20
149,479,4,77,10
149,479,5,6,00
149,479,6,13,10
128,479,1,83,80
128,479,2,2,00
128,479,3,82,30
128,479,4,77,20
128,479,5,5,00
128,479,6,11,10
149,479,1,93,40
149,479,2,2,00
149,479,3,81,90
149,479,4,75,90
149,479,5,14,00
149,479,6,14,10
138,479,1,93,70
138,479,2,3,00
138,479,3,80,30
138,479,4,77,50
138,479,5,15,00
138,479,6,20,00
120,479,1,88,30
120,479,2,3,00
120,479,3,83,50
120,479,4,77,20
120,479,5,10,00
120,479,6,19,50
168,479,1,99,20
168,479,2,3,00
168,479,3,81,80
168,479,4,77,90
168,479,5,19,00
168,479,6,7,10
77,479,1,80,00
77,479,2,2,00
77,479,3,84,40
77,479,4,75,50
77,479,5,1,00
77,479,6,18,90
2,479,1,98,00
2,479,2,3,00
2,479,3,82,00
2,479,4,77,30
2,479,5,18,00
2,479,6,16,20
187,479,1,92,60
187,479,2,3,00
187,479,3,82,30
187,479,4,76,70
187,479,5,13,00
187,479,6,16,20
42,479,1,87,90
42,479,2,2,00
42,479,3,82,60
42,479,4,75,40
42,479,5,9,00
42,479,6,19,00
188,479,1,87,70
188,479,2,1,00
188,479,3,82,70
188,479,4,78,40
188,479,5,8,00
188,479,6,7,30
107,479,1,87,60
107,479,2,1,00
107,479,3,80,30
107,479,4,78,50
107,479,5,7,00
107,479,6,6,80
134,479,1,90,60
134,479,2,2,00
134,479,3,83,00
134,479,4,77,70
134,479,5,12,00
134,479,6,11,70
111,479,1,93,90
111,479,2,3,00
111,479,3,83,80
111,479,4,79,50
111,479,5,16,00
111,479,6,18,50
125,479,1,88,60
125,479,2,2,00
125,479,3,83,70
125,479,4,79,20
125,479,5,11,00
125,479,6,10,10
146,479,1,80,60
146,479,2,3,00
146,479,3,84,40
146,479,4,76,20
146,479,5,2,00
146,479,6,15,30
11,479,1,95,10
11,479,2,2,00
11,479,3,84,70
11,479,4,76,90
11,479,5,17,00
11,479,6,13,70
62,479,1,82,40
62,479,2,2,00
62,479,3,81,90
62,479,4,77,80
62,479,5,4,00
62,479,6,7,60
88,479,1,99,50
88,479,2,1,00
88,479,3,84,20
88,479,4,77,00
88,479,5,20,00
88,479,6,13,40
6,480,1,92,50
6,480,2,2,00
6,480,3,80,30
6,480,4,76,40
6,480,5,14,00
6,480,6,6,50
54,480,1,82,50
54,480,2,2,00
54,480,3,84,40
54,480,4,75,90
54,480,5,6,00
54,480,6,17,00
143,480,1,81,30
143,480,2,1,00
143,480,3,82,80
143,480,4,76,50
143,480,5,3,00
143,480,6,13,00
33,480,1,94,50
33,480,2,1,00
33,480,3,80,90
33,480,4,76,60
33,480,5,16,00
33,480,6,10,10
20,480,1,82,00
20,480,2,3,00
20,480,3,81,90
20,480,4,79,90
20,480,5,4,00
20,480,6,6,20
59,480,1,82,30
59,480,2,1,00
59,480,3,80,80
59,480,4,78,40
59,480,5,5,00
59,480,6,15,10
149,480,1,89,00
149,480,2,3,00
149,480,3,84,70
149,480,4,75,00
149,480,5,11,00
149,480,6,10,30
71,480,1,88,30
71,480,2,2,00
71,480,3,82,00
71,480,4,79,70
71,480,5,10,00
71,480,6,5,80
86,480,1,98,50
86,480,2,1,00
86,480,3,84,60
86,480,4,76,00
86,480,5,20,00
86,480,6,11,10
27,480,1,94,90
27,480,2,1,00
27,480,3,84,50
27,480,4,77,60
27,480,5,17,00
27,480,6,18,30
138,480,1,91,50
138,480,2,3,00
138,480,3,80,70
138,480,4,76,10
138,480,5,13,00
138,480,6,8,30
184,480,1,80,20
184,480,2,1,00
184,480,3,83,10
184,480,4,75,60
184,480,5,1,00
184,480,6,10,90
170,480,1,97,70
170,480,2,3,00
170,480,3,83,90
170,480,4,77,60
170,480,5,19,00
170,480,6,8,70
165,480,1,93,70
165,480,2,2,00
165,480,3,82,50
165,480,4,79,50
165,480,5,15,00
165,480,6,11,80
4,480,1,85,60
4,480,2,3,00
4,480,3,80,30
4,480,4,77,00
4,480,5,9,00
4,480,6,6,20
87,480,1,90,70
87,480,2,1,00
87,480,3,85,00
87,480,4,75,30
87,480,5,12,00
87,480,6,17,60
72,480,1,83,00
72,480,2,3,00
72,480,3,83,40
72,480,4,79,00
72,480,5,7,00
72,480,6,16,20
7,480,1,81,10
7,480,2,3,00
7,480,3,82,20
7,480,4,77,30
7,480,5,2,00
7,480,6,10,20
41,480,1,96,10
41,480,2,3,00
41,480,3,84,50
41,480,4,79,30
41,480,5,18,00
41,480,6,14,00
86,480,1,83,60
86,480,2,3,00
86,480,3,83,90
86,480,4,76,00
86,480,5,8,00
86,480,6,18,90
4,481,1,94,60
4,481,2,1,00
4,481,3,80,50
4,481,4,76,60
4,481,5,12,00
4,481,6,9,00
66,481,1,89,20
66,481,2,1,00
66,481,3,80,70
66,481,4,78,20
66,481,5,8,00
66,481,6,16,90
160,481,1,91,20
160,481,2,2,00
160,481,3,83,90
160,481,4,78,50
160,481,5,10,00
160,481,6,19,50
83,481,1,85,70
83,481,2,1,00
83,481,3,82,80
83,481,4,79,70
83,481,5,3,00
83,481,6,8,90
68,481,1,96,70
68,481,2,3,00
68,481,3,82,00
68,481,4,75,80
68,481,5,17,00
68,481,6,9,40
29,481,1,84,60
29,481,2,1,00
29,481,3,81,60
29,481,4,76,00
29,481,5,2,00
29,481,6,10,90
123,481,1,88,60
123,481,2,3,00
123,481,3,81,70
123,481,4,75,80
123,481,5,7,00
123,481,6,17,90
13,481,1,88,20
13,481,2,1,00
13,481,3,84,50
13,481,4,76,90
13,481,5,6,00
13,481,6,17,60
136,481,1,99,10
136,481,2,3,00
136,481,3,84,50
136,481,4,77,50
136,481,5,19,00
136,481,6,13,70
53,481,1,94,80
53,481,2,3,00
53,481,3,80,40
53,481,4,77,80
53,481,5,14,00
53,481,6,17,90
117,481,1,80,00
117,481,2,2,00
117,481,3,80,10
117,481,4,78,60
117,481,5,1,00
117,481,6,8,70
132,481,1,95,20
132,481,2,2,00
132,481,3,83,10
132,481,4,78,00
132,481,5,15,00
132,481,6,19,50
78,481,1,90,70
78,481,2,2,00
78,481,3,83,00
78,481,4,75,40
78,481,5,9,00
78,481,6,8,90
172,481,1,85,90
172,481,2,1,00
172,481,3,81,40
172,481,4,78,60
172,481,5,4,00
172,481,6,17,30
13,481,1,96,20
13,481,2,1,00
13,481,3,82,60
13,481,4,77,90
13,481,5,16,00
13,481,6,10,10
70,481,1,94,70
70,481,2,3,00
70,481,3,84,80
70,481,4,77,10
70,481,5,13,00
70,481,6,13,90
193,481,1,99,60
193,481,2,1,00
193,481,3,84,20
193,481,4,80,00
193,481,5,20,00
193,481,6,11,40
16,481,1,93,00
16,481,2,1,00
16,481,3,84,40
16,481,4,79,00
16,481,5,11,00
16,481,6,5,80
161,481,1,97,60
161,481,2,2,00
161,481,3,82,60
161,481,4,75,10
161,481,5,18,00
161,481,6,6,10
111,481,1,88,20
111,481,2,1,00
111,481,3,83,00
111,481,4,78,20
111,481,5,5,00
111,481,6,16,20
62,482,1,82,80
62,482,2,3,00
62,482,3,81,30
62,482,4,76,70
62,482,5,6,00
62,482,6,13,20
69,482,1,81,90
69,482,2,2,00
69,482,3,84,00
69,482,4,76,50
69,482,5,4,00
69,482,6,13,60
156,482,1,93,60
156,482,2,1,00
156,482,3,83,40
156,482,4,79,70
156,482,5,15,00
156,482,6,6,30
75,482,1,90,90
75,482,2,3,00
75,482,3,82,90
75,482,4,77,40
75,482,5,12,00
75,482,6,11,40
158,482,1,81,20
158,482,2,1,00
158,482,3,81,80
158,482,4,75,50
158,482,5,2,00
158,482,6,13,20
80,482,1,93,90
80,482,2,3,00
80,482,3,84,40
80,482,4,75,30
80,482,5,16,00
80,482,6,14,10
30,482,1,86,10
30,482,2,2,00
30,482,3,84,90
30,482,4,76,10
30,482,5,8,00
30,482,6,10,80
170,482,1,85,20
170,482,2,1,00
170,482,3,80,90
170,482,4,78,50
170,482,5,7,00
170,482,6,5,80
183,482,1,90,50
183,482,2,2,00
183,482,3,80,60
183,482,4,76,80
183,482,5,11,00
183,482,6,11,20
43,482,1,92,80
43,482,2,3,00
43,482,3,83,70
43,482,4,75,20
43,482,5,13,00
43,482,6,13,10
150,482,1,89,40
150,482,2,2,00
150,482,3,82,80
150,482,4,76,20
150,482,5,10,00
150,482,6,6,70
176,482,1,96,00
176,482,2,1,00
176,482,3,81,80
176,482,4,77,00
176,482,5,18,00
176,482,6,12,10
198,482,1,80,50
198,482,2,2,00
198,482,3,83,70
198,482,4,77,80
198,482,5,1,00
198,482,6,5,40
37,482,1,82,00
37,482,2,2,00
37,482,3,80,90
37,482,4,79,10
37,482,5,5,00
37,482,6,13,80
67,482,1,92,90
67,482,2,1,00
67,482,3,80,10
67,482,4,78,00
67,482,5,14,00
67,482,6,9,10
30,482,1,98,70
30,482,2,1,00
30,482,3,80,90
30,482,4,76,20
30,482,5,20,00
30,482,6,14,90
73,482,1,81,40
73,482,2,1,00
73,482,3,84,10
73,482,4,76,30
73,482,5,3,00
73,482,6,15,70
123,482,1,96,80
123,482,2,1,00
123,482,3,80,80
123,482,4,78,10
123,482,5,19,00
123,482,6,16,30
48,482,1,87,50
48,482,2,2,00
48,482,3,81,10
48,482,4,77,00
48,482,5,9,00
48,482,6,17,80
124,482,1,94,10
124,482,2,1,00
124,482,3,83,40
124,482,4,78,80
124,482,5,17,00
124,482,6,16,50
71,483,1,97,20
71,483,2,2,00
71,483,3,81,70
71,483,4,77,20
71,483,5,18,00
71,483,6,12,00
56,483,1,94,70
56,483,2,3,00
56,483,3,82,70
56,483,4,78,90
56,483,5,13,00
56,483,6,17,00
68,483,1,83,60
68,483,2,1,00
68,483,3,84,80
68,483,4,76,50
68,483,5,2,00
68,483,6,11,10
177,483,1,96,60
177,483,2,2,00
177,483,3,80,80
177,483,4,79,40
177,483,5,17,00
177,483,6,15,90
81,483,1,96,10
81,483,2,3,00
81,483,3,82,20
81,483,4,75,60
81,483,5,15,00
81,483,6,15,60
153,483,1,88,90
153,483,2,3,00
153,483,3,81,50
153,483,4,75,80
153,483,5,10,00
153,483,6,14,10
165,483,1,86,70
165,483,2,1,00
165,483,3,83,20
165,483,4,77,60
165,483,5,8,00
165,483,6,12,10
186,483,1,92,70
186,483,2,1,00
186,483,3,81,50
186,483,4,77,10
186,483,5,12,00
186,483,6,11,20
117,483,1,94,80
117,483,2,1,00
117,483,3,80,70
117,483,4,79,70
117,483,5,14,00
117,483,6,17,70
75,483,1,83,50
75,483,2,2,00
75,483,3,82,50
75,483,4,76,60
75,483,5,1,00
75,483,6,18,90
110,483,1,86,50
110,483,2,1,00
110,483,3,80,50
110,483,4,77,10
110,483,5,7,00
110,483,6,18,90
128,483,1,86,80
128,483,2,1,00
128,483,3,82,10
128,483,4,75,30
128,483,5,9,00
128,483,6,10,30
161,483,1,90,40
161,483,2,1,00
161,483,3,83,80
161,483,4,76,00
161,483,5,11,00
161,483,6,9,90
11,483,1,98,80
11,483,2,2,00
11,483,3,81,80
11,483,4,75,30
11,483,5,20,00
11,483,6,12,10
141,483,1,85,30
141,483,2,3,00
141,483,3,80,60
141,483,4,76,90
141,483,5,6,00
141,483,6,11,90
178,483,1,83,70
178,483,2,3,00
178,483,3,80,70
178,483,4,78,10
178,483,5,4,00
178,483,6,7,30
35,483,1,97,50
35,483,2,3,00
35,483,3,80,80
35,483,4,77,60
35,483,5,19,00
35,483,6,19,40
62,483,1,96,20
62,483,2,3,00
62,483,3,84,20
62,483,4,75,70
62,483,5,16,00
62,483,6,6,70
68,483,1,84,70
68,483,2,2,00
68,483,3,80,30
68,483,4,79,40
68,483,5,5,00
68,483,6,6,90
51,483,1,83,70
51,483,2,3,00
51,483,3,84,40
51,483,4,77,30
51,483,5,3,00
51,483,6,12,90
176,484,1,96,10
176,484,2,2,00
176,484,3,81,40
176,484,4,79,00
176,484,5,17,00
176,484,6,19,60
183,484,1,92,10
183,484,2,2,00
183,484,3,83,60
183,484,4,76,70
183,484,5,13,00
183,484,6,8,80
169,484,1,80,90
169,484,2,1,00
169,484,3,84,00
169,484,4,79,50
169,484,5,1,00
169,484,6,9,90
86,484,1,94,80
86,484,2,1,00
86,484,3,80,90
86,484,4,77,60
86,484,5,16,00
86,484,6,14,30
161,484,1,92,80
161,484,2,3,00
161,484,3,83,20
161,484,4,79,80
161,484,5,15,00
161,484,6,8,00
44,484,1,90,70
44,484,2,2,00
44,484,3,82,30
44,484,4,76,80
44,484,5,11,00
44,484,6,18,30
30,484,1,99,10
30,484,2,2,00
30,484,3,83,90
30,484,4,76,70
30,484,5,20,00
30,484,6,7,60
61,484,1,88,60
61,484,2,3,00
61,484,3,83,30
61,484,4,77,70
61,484,5,10,00
61,484,6,17,10
120,484,1,91,40
120,484,2,2,00
120,484,3,81,20
120,484,4,77,70
120,484,5,12,00
120,484,6,13,60
56,484,1,81,30
56,484,2,3,00
56,484,3,83,30
56,484,4,75,50
56,484,5,2,00
56,484,6,13,30
101,484,1,97,00
101,484,2,2,00
101,484,3,80,20
101,484,4,79,30
101,484,5,18,00
101,484,6,9,10
43,484,1,85,90
43,484,2,2,00
43,484,3,82,80
43,484,4,76,00
43,484,5,6,00
43,484,6,10,10
110,484,1,98,60
110,484,2,3,00
110,484,3,80,90
110,484,4,80,00
110,484,5,19,00
110,484,6,6,90
132,484,1,88,20
132,484,2,3,00
132,484,3,84,20
132,484,4,76,50
132,484,5,8,00
132,484,6,18,20
52,484,1,88,30
52,484,2,2,00
52,484,3,80,90
52,484,4,76,10
52,484,5,9,00
52,484,6,12,20
92,484,1,88,10
92,484,2,3,00
92,484,3,84,60
92,484,4,77,90
92,484,5,7,00
92,484,6,8,40
31,484,1,82,80
31,484,2,2,00
31,484,3,81,20
31,484,4,79,40
31,484,5,4,00
31,484,6,6,80
175,484,1,92,80
175,484,2,3,00
175,484,3,80,20
175,484,4,78,50
175,484,5,14,00
175,484,6,9,30
26,484,1,83,90
26,484,2,3,00
26,484,3,84,80
26,484,4,79,00
26,484,5,5,00
26,484,6,13,70
89,484,1,82,40
89,484,2,1,00
89,484,3,80,50
89,484,4,75,80
89,484,5,3,00
89,484,6,7,90
186,485,1,98,30
186,485,2,1,00
186,485,3,82,60
186,485,4,77,20
186,485,5,19,00
186,485,6,11,30
56,485,1,81,10
56,485,2,1,00
56,485,3,80,50
56,485,4,77,70
56,485,5,4,00
56,485,6,7,60
197,485,1,95,10
197,485,2,2,00
197,485,3,84,50
197,485,4,76,30
197,485,5,16,00
197,485,6,18,20
147,485,1,84,30
147,485,2,1,00
147,485,3,82,80
147,485,4,76,70
147,485,5,5,00
147,485,6,8,90
116,485,1,87,00
116,485,2,1,00
116,485,3,80,80
116,485,4,77,30
116,485,5,9,00
116,485,6,16,70
70,485,1,93,50
70,485,2,2,00
70,485,3,80,40
70,485,4,75,10
70,485,5,14,00
70,485,6,8,30
139,485,1,95,20
139,485,2,3,00
139,485,3,82,10
139,485,4,75,50
139,485,5,17,00
139,485,6,12,60
164,485,1,97,80
164,485,2,3,00
164,485,3,84,20
164,485,4,75,20
164,485,5,18,00
164,485,6,16,30
7,485,1,85,00
7,485,2,3,00
7,485,3,83,20
7,485,4,78,90
7,485,5,6,00
7,485,6,18,30
82,485,1,91,50
82,485,2,2,00
82,485,3,80,70
82,485,4,76,10
82,485,5,12,00
82,485,6,14,70
16,485,1,86,50
16,485,2,1,00
16,485,3,83,90
16,485,4,76,00
16,485,5,8,00
16,485,6,11,60
56,485,1,99,10
56,485,2,2,00
56,485,3,84,70
56,485,4,78,80
56,485,5,20,00
56,485,6,15,70
157,485,1,90,20
157,485,2,2,00
157,485,3,83,90
157,485,4,75,70
157,485,5,11,00
157,485,6,9,80
42,485,1,80,00
42,485,2,1,00
42,485,3,84,50
42,485,4,76,40
42,485,5,1,00
42,485,6,10,70
151,485,1,80,80
151,485,2,1,00
151,485,3,80,30
151,485,4,77,20
151,485,5,3,00
151,485,6,12,50
59,485,1,85,20
59,485,2,2,00
59,485,3,82,70
59,485,4,78,00
59,485,5,7,00
59,485,6,18,40
21,485,1,80,30
21,485,2,2,00
21,485,3,83,40
21,485,4,75,10
21,485,5,2,00
21,485,6,7,10
148,485,1,92,80
148,485,2,1,00
148,485,3,84,10
148,485,4,79,20
148,485,5,13,00
148,485,6,17,40
98,485,1,88,90
98,485,2,3,00
98,485,3,83,50
98,485,4,79,60
98,485,5,10,00
98,485,6,19,40
179,485,1,93,80
179,485,2,3,00
179,485,3,80,10
179,485,4,78,80
179,485,5,15,00
179,485,6,13,50
13,486,1,87,30
13,486,2,1,00
13,486,3,83,60
13,486,4,77,80
13,486,5,6,00
13,486,6,17,90
155,486,1,83,20
155,486,2,2,00
155,486,3,82,50
155,486,4,77,10
155,486,5,3,00
155,486,6,18,50
10,486,1,94,60
10,486,2,3,00
10,486,3,82,80
10,486,4,77,50
10,486,5,16,00
10,486,6,7,60
67,486,1,82,10
67,486,2,2,00
67,486,3,83,60
67,486,4,79,50
67,486,5,2,00
67,486,6,7,70
106,486,1,93,30
106,486,2,2,00
106,486,3,81,90
106,486,4,75,30
106,486,5,12,00
106,486,6,9,90
126,486,1,88,30
126,486,2,3,00
126,486,3,82,10
126,486,4,80,00
126,486,5,7,00
126,486,6,19,10
35,486,1,99,30
35,486,2,1,00
35,486,3,83,60
35,486,4,78,20
35,486,5,20,00
35,486,6,7,20
22,486,1,91,10
22,486,2,1,00
22,486,3,82,90
22,486,4,78,10
22,486,5,9,00
22,486,6,6,40
179,486,1,92,10
179,486,2,3,00
179,486,3,82,70
179,486,4,77,70
179,486,5,11,00
179,486,6,19,40
111,486,1,95,30
111,486,2,2,00
111,486,3,80,10
111,486,4,76,20
111,486,5,18,00
111,486,6,16,50
41,486,1,87,30
41,486,2,2,00
41,486,3,84,00
41,486,4,78,30
41,486,5,5,00
41,486,6,13,10
142,486,1,93,70
142,486,2,3,00
142,486,3,82,90
142,486,4,80,00
142,486,5,13,00
142,486,6,11,70
70,486,1,94,30
70,486,2,1,00
70,486,3,81,20
70,486,4,77,30
70,486,5,15,00
70,486,6,18,60
80,486,1,89,30
80,486,2,2,00
80,486,3,81,50
80,486,4,78,30
80,486,5,8,00
80,486,6,9,60
117,486,1,94,70
117,486,2,1,00
117,486,3,84,10
117,486,4,75,50
117,486,5,17,00
117,486,6,15,20
45,486,1,97,60
45,486,2,2,00
45,486,3,84,30
45,486,4,77,50
45,486,5,19,00
45,486,6,13,20
10,486,1,91,80
10,486,2,2,00
10,486,3,82,20
10,486,4,75,50
10,486,5,10,00
10,486,6,6,90
91,486,1,86,00
91,486,2,2,00
91,486,3,84,50
91,486,4,75,80
91,486,5,4,00
91,486,6,12,80
122,486,1,94,00
122,486,2,3,00
122,486,3,81,80
122,486,4,77,90
122,486,5,14,00
122,486,6,10,10
123,486,1,80,50
123,486,2,1,00
123,486,3,83,40
123,486,4,75,50
123,486,5,1,00
123,486,6,14,20
124,487,1,94,10
124,487,2,1,00
124,487,3,81,70
124,487,4,75,00
124,487,5,16,00
124,487,6,9,20
12,487,1,91,90
12,487,2,1,00
12,487,3,82,90
12,487,4,79,20
12,487,5,12,00
12,487,6,16,80
180,487,1,98,20
180,487,2,3,00
180,487,3,82,70
180,487,4,79,20
180,487,5,20,00
180,487,6,15,40
171,487,1,91,70
171,487,2,2,00
171,487,3,80,60
171,487,4,78,30
171,487,5,11,00
171,487,6,7,70
84,487,1,83,10
84,487,2,1,00
84,487,3,81,00
84,487,4,75,80
84,487,5,4,00
84,487,6,12,10
188,487,1,86,70
188,487,2,1,00
188,487,3,81,70
188,487,4,77,90
188,487,5,7,00
188,487,6,12,90
128,487,1,86,00
128,487,2,2,00
128,487,3,82,50
128,487,4,77,80
128,487,5,6,00
128,487,6,9,70
131,487,1,92,40
131,487,2,2,00
131,487,3,81,00
131,487,4,77,90
131,487,5,13,00
131,487,6,7,90
29,487,1,90,20
29,487,2,2,00
29,487,3,80,60
29,487,4,79,60
29,487,5,10,00
29,487,6,12,00
147,487,1,94,50
147,487,2,3,00
147,487,3,83,90
147,487,4,80,00
147,487,5,17,00
147,487,6,15,70
9,487,1,80,30
9,487,2,1,00
9,487,3,80,80
9,487,4,76,40
9,487,5,1,00
9,487,6,9,60
110,487,1,84,80
110,487,2,2,00
110,487,3,82,50
110,487,4,78,20
110,487,5,5,00
110,487,6,16,10
199,487,1,96,90
199,487,2,3,00
199,487,3,84,70
199,487,4,77,50
199,487,5,19,00
199,487,6,16,40
38,487,1,88,90
38,487,2,1,00
38,487,3,84,40
38,487,4,77,00
38,487,5,9,00
38,487,6,16,10
165,487,1,95,20
165,487,2,1,00
165,487,3,81,40
165,487,4,77,10
165,487,5,18,00
165,487,6,11,10
47,487,1,87,70
47,487,2,1,00
47,487,3,81,70
47,487,4,78,40
47,487,5,8,00
47,487,6,9,40
56,487,1,93,80
56,487,2,1,00
56,487,3,81,00
56,487,4,75,10
56,487,5,15,00
56,487,6,7,00
120,487,1,80,60
120,487,2,1,00
120,487,3,82,40
120,487,4,75,70
120,487,5,2,00
120,487,6,17,80
122,487,1,81,70
122,487,2,3,00
122,487,3,84,40
122,487,4,77,90
122,487,5,3,00
122,487,6,19,00
29,487,1,93,10
29,487,2,2,00
29,487,3,81,10
29,487,4,76,60
29,487,5,14,00
29,487,6,14,50
77,488,1,87,10
77,488,2,1,00
77,488,3,81,10
77,488,4,79,80
77,488,5,10,00
